         1331522 function calls (1305160 primitive calls) in 1.307 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/mathieu_functions.py:9(MathieuBase)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/numberfields/modules.py:1647(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/indexed.py:580(Idx)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/simplify/hyperexpand.py:476(Hyper_Function)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/ode/single.py:341(NthAlgebraic)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/backends/matplotlibbackend/matplotlib.py:43(MatplotlibBackend)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/types.py:40(__annotate__)
        8    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/nn/utils/_expanded_weights/expanded_weights_impl.py:84(decorator)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/misc.py:389(ExceptionVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:969(LocalGeneratorFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1624(WrappedSkipFunctionVariable)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/fsdp/_flat_param.py:122(__annotate__)
       16    0.000    0.000    0.000    0.000 {built-in method math.floor}
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_export/wrappers.py:181(_is_init)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/scipy/_lib/array_api_compat/common/_helpers.py:660(_check_device)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/cnf.py:15(Literal)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:1502(li)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:27(autotune_remote_cache_default)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/device_interface.py:61(Worker)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:2482(__annotate__)
       10    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/ctypes/_layout.py:27(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/typing.py:1880(_caller)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.14/lib/python3.14/uuid.py:335(bytes)
        3    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/mpmath/ctx_mp_python.py:602(make_mpc)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_appending_byte_serializer.py:22(__init__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/utilities/decorator.py:319(wrapper)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/domains/gaussiandomains.py:246(GaussianDomain)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/piecewise.py:19(ExprCondPair)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/hyper.py:890(HyperRep_power2)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:2210(Chi)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/spherical_harmonics.py:15(Ynm)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/sets/fancysets.py:24(Rationals)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/expressions/hadamard.py:41(HadamardProduct)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/functions.py:213(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/utils/_sympy/singleton_int.py:9(SingletonInt)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:42(static_cuda_launcher_default)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/trace_rules.py:3674(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/config.py:31(bundled_autotune_remote_cache_default)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/source.py:440(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/comptime.py:56(ComptimeVar)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/make_functional.py:246(FunctionalModuleWithBuffers)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/output_graph.py:2626(SubgraphTracer)
        6    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/multipledispatch/conflict.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/utils.py:863(__init__)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/cache.py:190(LazyFunction)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:2771(Zero)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/integers.py:97(floor)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/solvers/diophantine/diophantine.py:146(DiophantineEquationType)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/_composable/replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_functorch/_aot_autograd/schemas.py:177(MemoryFormatMeta)
       11    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        8    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/numpy/lib/_stride_tricks_impl.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/convert_frame.py:1593(ConvertFrame)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/kind.py:156(__new__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/elementary/integers.py:496(frac)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:2104(Shi)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/hyper.py:918(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/error_functions.py:1275(expint)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/array/dense_ndim_array.py:13(DenseNDimArray)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/plotting/textplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/bytecode_analysis.py:152(__annotate__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/functions.py:1195(WrappedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/parallel/style.py:324(SequenceParallel)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/dicts.py:136(_HashableTracker)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/variables/tensor.py:1618(UnspecializedPythonVariable)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/distributed/tensor/_redistribute.py:24(__annotate__)
       12    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/symbol.py:784(literal)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_dynamo/utils.py:2052(CleanupHook)
        2    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/cache.py:183(LazyFunctionMeta)
        4    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/core/numbers.py:2871(__neg__)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/logic/boolalg.py:572(And)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/assumptions/relation/binrel.py:15(BinaryRelation)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/functions/special/zeta_functions.py:223(polylog)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/array/sparse_ndim_array.py:11(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/tensor/array/ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/agca/modules.py:606(SubModule)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/matrices/immutable.py:82(ImmutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/series/formal.py:1492(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/sympy/polys/solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 /Users/siyuat/607-Project-3-High-Performance-Simulation-Study/venv/lib/python3.14/site-packages/torch/_inductor/cpu_vec_isa.py:156(VecNEON)
